"","X","Y","Tree_loss","Pop_densit","Dist_sett","Slope","Elevation","Annual_Rai","Dist_track","Dist_road","Dist_river","Dist_edge","Dist_defor","treated"
"1245",905055,7959615,0,0.060705833137,1651.09057617,15.48341465,608,2144,5958.00292969,12814.25,2760,283,421.070068359,1
"1246",905205,7959615,4,0.0600549764931,1652.45275879,3.37228679657,623,2144,6035.66894531,12818.9902344,2910,170,271.661560059,1
"1247",905355,7959615,0,0.0590829253197,1667.36315918,6.20105361938,630,2144,6116.02832031,12825.4824219,3060,67,123.69316864,1
"1248",905505,7959615,0,0.0572471246123,1695.46447754,13.9347066879,643,2144,6198.97558594,12833.7255859,3210,30,42.4264068604,1
"1249",905655,7959615,0,0.0591797567904,1736.11633301,7.66757726669,650,2144,6284.40917969,12843.7148438,3360,30,120,1
"1250",905805,7959615,0,0.0578918345273,1788.4630127,9.7198677063,646,2144,6372.22900391,12855.4462891,3510,67,169.705627441,1
"1251",896505,7959465,0,0.160242661834,1731.18457031,22.8480606079,619,2044,930,12812.8447266,1578.35351563,722,759.539306641,1
"1252",896655,7959465,0,0.151924073696,1760.82373047,6.67122650146,658,2044,1080,12792.9863281,1726.76000977,872,907.964782715,1
"1253",896805,7959465,0,0.138702452183,1802.49829102,17.5769672394,641,2044,1230,12774.8583984,1875.41992188,1022,1056.83483887,1
"1254",896955,7959465,0,0.121681451797,1855.39758301,39.7611274719,674,2044,1380,12758.4677734,2024.05529785,1172,1205.98510742,1
"1255",897105,7959465,0,0.118856221437,1918.59326172,13.0854043961,773,1965,1530,12743.8222656,2171.01367188,1321,1355.32287598,1
"1256",897255,7959465,0,0.118893586099,1991.10522461,15.0216398239,756,1965,1663.85095215,12730.9267578,2318.36157227,1471,1504.7923584,1
"1257",897405,7959465,0,0.110837943852,2071.95556641,20.3075008392,797,1965,1797.99890137,12719.7880859,2466.02929688,1584,1654.35791016,1
"1258",897555,7959465,0,0.109343126416,2160.20825195,18.6508617401,811,1965,1932.14904785,12710.4091797,2613.96240234,1468,1803.99560547,1
"1259",897705,7959465,0,0.108050957322,2254.99438477,26.6190757751,871,1893,2068.26025391,12682.1962891,2762.11865234,1358,1849.81079102,1
"1260",897855,7959465,0,0.107428848743,2355.52539063,15.8872642517,883,1893,2206.1730957,12645.8095703,2910.46386719,1256,1701.55810547,1
"1261",898005,7959465,0,0.103910595179,2461.09741211,7.05413150787,878,1893,2345.5703125,12610.3525391,3058.97045898,1165,1553.64086914,1
"1262",898155,7959465,0,0.09558724612,2571.08935547,10.3573102951,857,1867,2486.2019043,12576.5849609,3207.6159668,1087,1406.16503906,1
"1263",898305,7959465,0,0.0961165577173,2684.95800781,9.89862823486,858,1867,2627.86987305,12544.5205078,3356.38208008,1025,1259.28552246,1
"1264",898455,7959465,0,0.0940654054284,2802.23120117,6.46662521362,873,1867,2770.41503906,12514.171875,3505.25317383,977,1113.23852539,1
"1265",898605,7959465,0,0.0934341922402,2922.49902344,5.2267036438,890,1867,2913.70898438,12485.5517578,3654.21679688,942,968.400756836,1
"1266",898755,7959465,0,0.0940896719694,3045.40649414,3.94547653198,886,1867,3057.64624023,12458.671875,3540,825,825.408996582,1
"1267",898905,7959465,0,0.0935548171401,3170.64672852,10.4568567276,875,1867,3202.13989258,12433.5429688,3390,685,685.419555664,1
"1268",899055,7959465,0,0.0897711664438,3297.95385742,4.58231496811,858,1864,3347.11816406,12410.1777344,3240,551,550.726806641,1
"1269",899205,7959465,0,0.093581803143,3427.09790039,16.0319519043,885,1864,3492.52050781,12388.5830078,3090,426,426.380126953,1
"1270",899355,7959465,0,0.0932940244675,3557.87866211,11.6301050186,918,1864,3638.29638672,12368.7714844,2940,319,318.904388428,1
"1271",899505,7959465,0,0.0947074741125,3690.12207031,16.5555114746,930,1864,3784.40209961,12350.7490234,2790,247,247.38633728,1
"1272",899655,7959465,0,0.0949030667543,3823.67626953,15.1660385132,938,1864,3930.80151367,12334.5244141,2640,242,241.867736816,1
"1273",899805,7959465,0,0.0977516695857,3958.40869141,7.45400953293,951,1864,4077.46240234,12320.1054688,2490,300,300,1
"1274",899955,7959465,0,0.0967136323452,4094.203125,12.1943836212,953,1864,4224.35791016,12307.4980469,2340,408,408.044128418,1
"1275",900105,7959465,0,0.10036880523,4230.95751953,9.8375749588,977,1815,4371.46435547,12296.7070313,2190,537,536.656311035,1
"1276",900255,7959465,0,0.101164586842,4368.58105469,11.5836362839,994,1815,4518.76074219,12287.7373047,2040,674,674.166137695,1
"1277",900405,7959465,0,0.103425770998,4506.99462891,21.1086406708,1031,1815,4666.22998047,12280.5947266,1890,816,816.088256836,1
"1278",900555,7959465,0,0.106207557023,4646.12744141,18.8844299316,1046,1824,4813.85498047,12275.2802734,1740,957,957.183349609,1
"1279",900705,7959465,0,0.0990412011743,4763.20263672,13.6905288696,1014,1824,4890,12271.796875,1590,1087,1087.06030273,1
"1280",900855,7959465,0,0.0994377508759,4624.67285156,27.9749107361,987,1824,4890,12270.1464844,1440,1222,1221.55639648,1
"1281",901005,7959465,0,0.102769695222,4486.88085938,6.89389324188,958,1824,4890,12270.0371094,1290,1359,1359.30126953,1
"1282",901155,7959465,0,0.102432847023,4349.89648438,12.6466693878,959,1824,4890,12271.3203125,1140,1499,1499.39990234,1
"1283",901305,7959465,0,0.103704996407,4213.79882813,27.5906867981,959,1824,4890.828125,12274.4365234,990,1537,1641.24951172,1
"1284",901455,7959465,0,0.104392617941,4078.67626953,19.5932579041,926,1824,4895.88623047,12279.3847656,840,1500,1784.43273926,1
"1285",901605,7959465,0,0.104088135064,3944.62915039,20.1769008636,890,1920,4905.52734375,12286.1630859,690,1478,1928.65234375,1
"1286",901755,7959465,0,0.105222262442,3811.77124023,18.2457008362,834,1920,4919.72558594,12294.7675781,540,1463,2073.69238281,1
"1287",901905,7959465,0,0.109725683928,3680.23095703,10.4516429901,809,1920,4938.44091797,12305.1943359,390,1405,2219.3918457,1
"1288",902055,7959465,0,0.108190901577,3550.1550293,15.8872642517,799,1920,4961.62255859,12317.4384766,240,1361,2365.62890625,1
"1289",902205,7959465,0,0.068904183805,3421.71020508,8.38019180298,800,1920,4989.20849609,12331.4960938,90,1332,2512.30981445,1
"1290",902355,7959465,0,0.0675769969821,3295.0871582,10.1442613602,807,1920,5021.12548828,12347.3603516,60,1320,2659.36083984,1
"1291",902505,7959465,0,0.0657692477107,3170.50463867,17.0624256134,801,1968,5057.29199219,12365.0234375,210,1320,2806.72412109,1
"1292",902655,7959465,0,0.0652783364058,3048.21264648,22.048116684,777,1968,5097.6171875,12384.4785156,360,1332,2825.73876953,1
"1293",902805,7959465,0,0.0665907859802,2928.49780273,12.6255464554,746,1968,5142.00341797,12405.7167969,510,1361,2676.06054688,1
"1294",902955,7959465,0,0.0674067959189,2811.68994141,19.9364910126,794,1968,5190.34667969,12428.7285156,660,1405,2526.42041016,1
"1295",903105,7959465,0,0.0668368116021,2698.16601563,9.92072868347,824,1968,5242.53759766,12453.5058594,810,1463,2376.82568359,1
"1296",903255,7959465,0,0.0678060650826,2588.35864258,13.617061615,799,1968,5298.46191406,12480.0361328,960,1514,2227.28540039,1
"1297",903405,7959465,0,0.068205870688,2482.76049805,15.0733995438,763,1968,5358.00341797,12508.3095703,1110,1392,2077.8112793,1
"1298",903555,7959465,0,0.0690255016088,2381.93188477,10.4516429901,753,2000,5421.04248047,12538.3134766,1260,1276,1928.41906738,1
"1299",903705,7959465,0,0.0685079619288,2286.50390625,16.3323001862,753,2000,5487.37646484,12570.0361328,1410,1167,1779.12902832,1
"1300",903855,7959465,0,0.0663189738989,2197.17993164,17.696313858,730,2000,5555.4296875,12603.4638672,1560,1068,1629.96936035,1
"1301",904005,7959465,0,0.06615550071,2114.73413086,16.9702968597,699,2000,5626.65966797,12638.5839844,1710,983,1480.97937012,1
"1302",904155,7959465,0,0.0664834082127,2040,16.8955440521,675,2000,5693.44335938,12662.8789063,1860,914,1332.21618652,1
"1303",904305,7959465,0,0.0661256089807,1973.85412598,10.9249105453,664,2000,5751.24316406,12660.5683594,2010,866,1183.76513672,1
"1304",904455,7959465,0,0.0638741254807,1917.1854248,10.9398050308,648,2098,5812.34033203,12660,2160,842,1035.76062012,1
"1305",904605,7959465,0,0.0638964697719,1870.85546875,8.76725196838,625,2098,5876.63183594,12660,2310,752,888.425598145,1
"1306",904755,7959465,19,0.061863489449,1835.64697266,25.7960262299,596,2098,5944.01367188,12660.0351563,2460,618,742.158996582,1
"1307",904905,7959465,19,0.061428014189,1812.20861816,19.7805690765,580,2098,6014.3828125,12661.2792969,2610,492,597.745788574,1
"1308",905055,7959465,0,0.0612127445638,1800.99975586,17.9013633728,584,2144,6087.63476563,12664.2998047,2760,382,456.946380615,1
"1309",905205,7959465,4,0.0584336146712,1802.24853516,10.197977066,579,2144,6163.66796875,12669.0966797,2910,277,324.499603271,1
"1310",905355,7959465,1,0.0593532659113,1815.92956543,11.541636467,608,2144,6242.37939453,12675.6660156,3060,212,216.333084106,1
"1311",905505,7959465,0,0.0585237853229,1841.76550293,16.4443702698,628,2144,6323.66992188,12684.0058594,3210,124,182.482879639,1
"1312",905655,7959465,0,0.0587865747511,1879.25512695,12.2251224518,633,2144,6407.44091797,12694.1132813,3360,150,241.867736816,1
"1313",905805,7959465,0,0.0576416961849,1927.71887207,3.18181276321,615,2144,6493.59667969,12705.9824219,3508.97412109,212,295.46572876,1
"1314",896805,7959315,0,0.133543267846,1660.87329102,8.71035480499,674,2044,1235.83984375,12625.8662109,1898.55212402,1041,1084.15869141,1
"1315",896955,7959315,0,0.123863898218,1718.1385498,21.1355266571,696,2044,1385.20751953,12609.2822266,2047.48620605,1189,1230,1
"1316",897105,7959315,0,0.123606137931,1786.19702148,19.6625423431,736,1965,1534.6986084,12594.4628906,2194.92602539,1337,1376.73522949,1
"1317",897255,7959315,0,0.110589645803,1863.86694336,15.8094406128,706,1965,1684.28027344,12581.4150391,2342.69067383,1485,1524.10632324,1
"1318",897405,7959315,0,0.109803318977,1950,17.755607605,755,1965,1833.93017578,12570.1435547,2490.72290039,1634,1671.94494629,1
"1319",897555,7959315,0,0.108087986708,2043.52636719,20.368844986,770,1965,1983.63305664,12560.6533203,2638.97705078,1570,1820.1373291,1
"1320",897705,7959315,0,0.104906067252,2143.47851563,24.5786647797,811,1965,2133.37768555,12536.7695313,2787.41821289,1468,1877.57824707,1
"1321",897855,7959315,0,0.102970801294,2248.99975586,19.2316970825,850,1965,2267.53173828,12500.3203125,2935.86450195,1374,1731.7043457,1
"1322",898005,7959315,0,0.101991273463,2359.34301758,12.9135932922,863,1965,2403.37255859,12464.4492188,3083.14770508,1291,1586.60009766,1
"1323",898155,7959315,0,0.0957341492176,2473.86328125,5.47926855087,850,1950,2540.80688477,12430.2851563,3230.68115234,1222,1442.49780273,1
"1324",898305,7959315,0,0.0943684801459,2592.00683594,11.6578874588,839,1950,2679.58959961,12397.8427734,3378.43164063,1167,1299.73071289,1
"1325",898455,7959315,0,0.0950378626585,2713.30053711,7.95230865479,856,1950,2819.52124023,12367.1337891,3526.37207031,1121,1158.79248047,1
"1326",898605,7959315,0,0.0948759019375,2837.34033203,17.0476074219,871,1950,2960.43920898,12338.1728516,3674.47949219,1020,1020.44110107,1
"1327",898755,7959315,0,0.0964714586735,2963.78125,11.2041759491,869,1950,3102.20898438,12310.9707031,3540,886,885.889404297,1
"1328",898905,7959315,0,0.0923303514719,3092.32910156,9.20898723602,863,1950,3244.71875,12285.5400391,3390,757,757.165771484,1
"1329",899055,7959315,0,0.089980699122,3222.73168945,3.72386717796,852,1945,3387.87548828,12261.8925781,3240,638,637.808776855,1
"1330",899205,7959315,0,0.0910205021501,3354.77270508,7.50614261627,875,1945,3531.60009766,12240.0371094,3090,531,530.754150391,1
"1331",899355,7959315,0,0.0910366028547,3488.26611328,13.2065668106,881,1945,3675.82641602,12219.9833984,2940,443,442.944702148,1
"1332",899505,7959315,0,0.0922225341201,3623.05126953,7.74697399139,897,1945,3820.49731445,12201.7412109,2790,395,394.588378906,1
"1333",899655,7959315,0,0.094017393887,3758.98925781,10.6835079193,927,1945,3965.56420898,12185.3193359,2640,391,391.152130127,1
"1334",899805,7959315,0,0.0940706431866,3895.95947266,9.5662355423,926,1945,4110.98535156,12170.7226563,2490,430,429.534637451,1
"1335",899955,7959315,0,0.0962918400764,4033.85668945,10.482881546,939,1945,4256.72412109,12157.9599609,2340,511,510.881591797,1
"1336",900105,7959315,0,0.0994909480214,4172.58935547,8.43945026398,952,1887,4402.74902344,12147.0371094,2190,618,618.465820313,1
"1337",900255,7959315,0,0.100027389824,4312.07617188,13.7788572311,984,1887,4549.03271484,12137.9570313,2040,741,740.9453125,1
"1338",900405,7959315,0,0.10211405158,4452.24658203,12.6593236923,1020,1887,4695.55126953,12130.7255859,1890,872,872.06652832,1
"1339",900555,7959315,0,0.0981687381864,4593.03808594,16.6321544647,993,1941,4842.28271484,12125.3457031,1740,1008,1008.46417236,1
"1340",900705,7959315,0,0.0981597900391,4734.39550781,18.8792209625,984,1941,4989.20849609,12121.8193359,1590,1148,1148.25952148,1
"1341",900855,7959315,0,0.099043674767,4685.09326172,15.1694574356,948,1941,5040,12120.1484375,1440,1290,1290.34875488,1
"1342",901005,7959315,0,0.101936012506,4549.13183594,9.23286819458,935,1941,5040,12120.0371094,1290,1422,1422.39233398,1
"1343",901155,7959315,0,0.102106571198,4414.07958984,9.87092685699,931,1941,5040,12121.3369141,1140,1557,1556.82373047,1
"1344",901305,7959315,0,0.100161150098,4280.0234375,18.779920578,916,1941,5040.80371094,12124.4921875,990,1681,1693.87133789,1
"1345",901455,7959315,0,0.105391651392,4147.05908203,15.5996141434,890,1941,5045.7109375,12129.5009766,840,1648,1832.94848633,1
"1346",901605,7959315,0,0.107876487076,4015.2956543,15.4934158325,864,2032,5055.06689453,12136.3623047,690,1627,1973.62609863,1
"1347",901755,7959315,0,0.106252804399,3884.85522461,14.4847335815,827,2032,5068.84619141,12145.0732422,540,1599,2115.58496094,1
"1348",901905,7959315,0,0.106097400188,3755.87548828,10.4776821136,790,2032,5087.01269531,12155.6279297,390,1546,2258.58374023,1
"1349",902055,7959315,0,0.105887591839,3628.51220703,3.1096329689,780,2032,5109.52050781,12168.0234375,240,1507,2402.4362793,1
"1350",902205,7959315,0,0.0666195377707,3502.94165039,5.71059322357,779,2032,5136.31201172,12182.2539063,90,1481,2546.99829102,1
"1351",902355,7959315,0,0.0676010549068,3379.36376953,13.0569477081,783,2032,5167.3203125,12198.3115234,60,1470,2692.15527344,1
"1352",902505,7959315,0,0.0661985948682,3258.00561523,13.5976524353,769,2062,5202.47070313,12216.1904297,210,1470,2837.81616211,1
"1353",902655,7959315,0,0.066380046308,3139.12402344,18.0539035797,741,2062,5241.67919922,12235.8818359,360,1481,2839.24291992,1
"1354",902805,7959315,0,0.066824182868,3023.01171875,12.9793510437,741,2062,5284.85595703,12257.3769531,510,1507,2690.31591797,1
"1355",902955,7959315,0,0.0670953020453,2910,14.7807683945,770,2062,5331.90380859,12280.6679688,660,1546,2541.51538086,1
"1356",903105,7959315,0,0.0649362653494,2800.46435547,5.87557268143,801,2062,5382.72216797,12305.7421875,810,1599,2392.86450195,1
"1357",903255,7959315,0,0.0670310407877,2694.82836914,10.2193775177,791,2062,5437.20507813,12332.5908203,960,1602,2244.39306641,1
"1358",903405,7959315,0,0.064614392817,2593.56884766,22.2493686676,753,2062,5495.24316406,12361.2011719,1110,1487,2096.1394043,1
"1359",903555,7959315,0,0.0659991055727,2497.21850586,12.7139968872,722,2081,5556.72558594,12391.5615234,1260,1379,1948.1529541,1
"1360",903705,7959315,0,0.0658811703324,2406.36645508,10.0304431915,731,2081,5621.5390625,12423.6591797,1410,1279,1800.49987793,1
"1361",903855,7959315,0,0.0674330890179,2321.65893555,15.6392154694,730,2081,5688.69921875,12457.4794922,1559.13439941,1190,1653.26953125,1
"1362",904005,7959315,10,0.0666713342071,2243.79150391,11.9137191772,692,2081,5758.28076172,12493.0097656,1706.57556152,1114,1506.58557129,1
"1363",904155,7959315,2,0.0678452402353,2173.49951172,11.1411619186,653,2081,5830.89208984,12512.9130859,1854.42712402,1053,1360.62487793,1
"1364",904305,7959315,3,0.0645458847284,2111.53979492,9.7198677063,640,2081,5889.25292969,12510.5751953,2002.5982666,1012,1215.64794922,1
"1365",904455,7959315,0,0.0635901466012,2058.66455078,4.90379238129,633,2151,5948.93261719,12510,2151.02294922,953,1072.05407715,1
"1366",904605,7959315,7,0.0624324530363,2015.5892334,17.0890579224,604,2151,6011.76367188,12510,2299.65209961,824,930.483764648,1
"1367",904755,7959315,0,0.0610653683543,1982.95239258,13.1340227127,584,2151,6077.64746094,12510.0361328,2448.44848633,703,792.022705078,1
"1368",904905,7959315,0,0.061275228858,1961.27514648,5.1506524086,561,2151,6146.48681641,12511.2949219,2597.38330078,594,658.63494873,1
"1369",905055,7959315,0,0.0597013868392,1950.92285156,4.0586643219,552,2131,6218.18310547,12514.3515625,2746.43408203,488,534.13482666,1
"1370",905205,7959315,0,0.0580061413348,1952.07580566,6.80409002304,570,2131,6292.63867188,12519.2050781,2895.58276367,402,426.380126953,1
"1371",905355,7959315,0,0.0595508143306,1964.71374512,12.4851179123,594,2131,6369.75683594,12525.8535156,3044.81518555,324,351.140991211,1
"1372",905505,7959315,0,0.0588703267276,1988.61755371,18.5313110352,635,2131,6449.44189453,12534.2929688,3194.11962891,272,331.360839844,1
"1373",905655,7959315,0,0.0577307417989,2023.38830566,13.6905288696,651,2131,6531.60009766,12544.5205078,3343.48608398,285,375.898925781,1
"1374",905805,7959315,0,0.0576014071703,2068.4777832,6.72968912125,623,2131,6616.13916016,12556.5322266,3492.90698242,361,436.80657959,1
"1375",896805,7959165,0,0.137704461813,1520.85498047,19.2951087952,644,2044,1259.28552246,12476.8984375,1918.59326172,1071,1130.88464355,1
"1376",896955,7959165,0,0.128734141588,1583.19299316,11.1799860001,692,2044,1406.16503906,12460.1162109,2066.51879883,1218,1271.37719727,1
"1377",897105,7959165,0,0.123126856983,1656.80419922,23.2772293091,679,1965,1553.64086914,12445.1191406,2214.72338867,1366,1413.82458496,1
"1378",897255,7959165,0,0.115081779659,1740.25854492,29.5414390564,682,1965,1701.55810547,12431.9150391,2363.15478516,1513,1557.69055176,1
"1379",897405,7959165,0,0.107173219323,1832.21179199,15.9227800369,711,1965,1849.81079102,12420.5068359,2511.7722168,1660,1702.61560059,1
"1380",897555,7959165,0,0.107580654323,1931.45019531,20.5164585114,715,1965,1998.32434082,12410.9023438,2660.54516602,1679,1848.35058594,1
"1381",897705,7959165,0,0.103760696948,2036.90942383,19.0269088745,775,1965,2147.04443359,12391.453125,2809.44824219,1584,1916.71594238,1
"1382",897855,7959165,0,0.101514697075,2147.6730957,20.0643901825,824,1965,2295.93115234,12354.9023438,2958.46240234,1498,1774.06311035,1
"1383",898005,7959165,0,0.0988590121269,2262.96264648,14.3977966309,842,1965,2444.95410156,12318.6445313,3107.28173828,1422,1632.7277832,1
"1384",898155,7959165,0,0.0938948914409,2382.12084961,11.3719148636,830,1950,2594.08935547,12284.0751953,3255.10375977,1359,1493.08410645,1
"1385",898305,7959165,0,0.0913725718856,2504.59570313,8.54372596741,827,1950,2738.55810547,12251.2451172,3403.11621094,1310,1355.65478516,1
"1386",898455,7959165,0,0.0951471626759,2629.92407227,11.79570961,835,1950,2875.62158203,12220.1679688,3551.2956543,1221,1221.18798828,1
"1387",898605,7959165,0,0.0968676358461,2757.71655273,12.4163856506,835,1950,3013.91772461,12190.8574219,3652.61547852,1091,1090.77954102,1
"1388",898755,7959165,0,0.0966738238931,2887.64599609,15.1009187698,840,1950,3153.28393555,12163.3261719,3507.43505859,966,966.074523926,1
"1389",898905,7959165,0,0.0938254371285,3019.43701172,11.9137191772,837,1950,3293.5847168,12137.5859375,3361.74072266,850,849.588134766,1
"1390",899055,7959165,0,0.0904942154884,3152.85595703,11.6301050186,842,1945,3434.70532227,12113.6494141,3216.02246094,743,742.765075684,1
"1391",899205,7959165,0,0.0908157974482,3287.7043457,4.58231496811,851,1945,3576.54858398,12091.5263672,3070.71655273,649,648.999206543,1
"1392",899355,7959165,0,0.0899717211723,3423.8137207,6.89389324188,866,1945,3719.03222656,12071.2265625,2925.4230957,579,579.396240234,1
"1393",899505,7959165,0,0.091274254024,3561.0390625,10.0249881744,886,1945,3862.08496094,12052.7587891,2779.49633789,543,543.323120117,1
"1394",899655,7959165,0,0.0926571190357,3699.2565918,11.2427597046,898,1945,4005.64599609,12036.1328125,2634.02734375,541,540.832702637,1
"1395",899805,7959165,0,0.0929363518953,3838.35913086,9.32183551788,913,1945,4149.66259766,12021.3564453,2489.09619141,569,569.209960938,1
"1396",899955,7959165,0,0.0943344682455,3978.25341797,6.17384767532,924,1945,4294.08886719,12008.4345703,2340,633,632.850708008,1
"1397",900105,7959165,0,0.0998300388455,4118.85888672,10.6631202698,949,1887,4438.88476563,11997.375,2190,722,722.495666504,1
"1398",900255,7959165,0,0.0991850346327,4260.10546875,13.9044561386,973,1887,4584.015625,11988.1816406,2040,830,829.758972168,1
"1399",900405,7959165,0,0.10114865005,4401.93115234,16.9702968597,977,1887,4729.45019531,11980.859375,1890,949,948.683288574,1
"1400",900555,7959165,0,0.100480444729,4544.28222656,10.31508255,962,1941,4875.16162109,11975.4121094,1740,1075,1075.40686035,1
"1401",900705,7959165,0,0.100857019424,4687.10986328,11.2427597046,960,1941,5021.12548828,11971.8417969,1590,1207,1207.47668457,1
"1402",900855,7959165,0,0.100896522403,4749.484375,14.6567935944,926,1941,5167.3203125,11970.1503906,1440,1343,1343.31677246,1
"1403",901005,7959165,0,0.10223968327,4615.41992188,10.4568567276,906,1941,5190,11970.0371094,1290,1482,1481.890625,1
"1404",901155,7959165,0,0.100238598883,4482.36523438,16.6657409668,897,1941,5190,11971.3535156,1140,1622,1622.49804688,1
"1405",901305,7959165,0,0.100006952882,4350.41357422,19.7707691193,896,1941,5190.78027344,11974.5478516,990,1758,1757.75427246,1
"1406",901455,7959165,0,0.105249129236,4219.66845703,10.39935112,866,1941,5195.54638672,11979.6201172,840,1795,1892.14160156,1
"1407",901605,7959165,0,0.105510652065,4090.24438477,12.8142366409,848,2032,5204.63232422,11986.5673828,690,1776,2028.71875,1
"1408",901755,7959165,0,0.104663416743,3962.27197266,12.604382515,822,2032,5218.01708984,11995.3867188,540,1738,2167.07177734,1
"1409",901905,7959165,0,0.105687372386,3835.89624023,12.4077634811,785,2032,5235.66601563,12006.0732422,390,1690,2306.88110352,1
"1410",902055,7959165,0,0.105575114489,3711.2800293,8.73569107056,767,2032,5257.53759766,12018.6230469,240,1653,2447.89697266,1
"1411",902205,7959165,0,0.105173572898,3588.60693359,9.64622497559,759,2032,5283.578125,12033.0292969,90,1630,2589.92285156,1
"1412",902355,7959165,0,0.0671835839748,3468.08300781,10.1818943024,741,2032,5313.72753906,12049.2861328,60,1620,2732.80078125,1
"1413",902505,7959165,0,0.0661329627037,3349.94018555,17.1097354889,732,2062,5347.91552734,12067.3857422,210,1620,2835.91259766,1
"1414",902655,7959165,0,0.0670418143272,3234.43969727,14.8545665741,710,2062,5386.06542969,12087.3193359,360,1630,2855.6784668,1
"1415",902805,7959165,0,0.0646999105811,3121.87451172,16.7538890839,733,2062,5428.09375,12109.0791016,502.89163208,1653,2712.80297852,1
"1416",902955,7959165,0,0.0656050294638,3012.57373047,13.4057235718,772,2062,5473.91064453,12132.6542969,647.611022949,1690,2565.30688477,1
"1417",903105,7959165,0,0.0669281482697,2906.90551758,11.2041759491,785,2062,5523.42285156,12158.0341797,794.292114258,1738,2418.11914063,1
"1418",903255,7959165,0,0.0654692724347,2805.28076172,13.519692421,773,2062,5576.53125,12185.2080078,942.019104004,1699,2271.29907227,1
"1419",903405,7959165,0,0.0665440037847,2708.15429688,11.1993427277,739,2062,5633.13427734,12214.1640625,1090.36694336,1591,2124.92358398,1
"1420",903555,7959165,0,0.066004998982,2616.02758789,12.2645177841,709,2081,5693.12744141,12244.8886719,1239.11254883,1490,1979.09069824,1
"1421",903705,7959165,0,0.0656675621867,2529.4465332,17.6054763794,712,2081,5756.40527344,12277.3691406,1388.1282959,1398,1833.93017578,1
"1422",903855,7959165,0,0.0662645921111,2448.99975586,13.2706699371,710,2081,5822.78271484,12311.5917969,1537.33532715,1317,1689.61535645,1
"1423",904005,7959165,4,0.0650826990604,2375.31054688,15.7475004196,668,2081,5890.78076172,12347.5419922,1686.68310547,1249,1546.38293457,1
"1424",904155,7959165,7,0.0660379007459,2309.02587891,7.11717653275,655,2081,5961.77832031,12362.9482422,1836.13720703,1195,1404.56396484,1
"1425",904305,7959165,7,0.0641749128699,2250.79980469,13.2986030579,632,2081,6027.83544922,12360.5820313,1985.67370605,1158,1264.63427734,1
"1426",904455,7959165,0,0.0633797198534,2201.27246094,11.0483522415,614,2151,6086.15625,12360,2135.27514648,1032,1127.29760742,1
"1427",904605,7959165,0,0.0611396096647,2161.04150391,21.3687934875,616,2151,6147.58496094,12360,2284.92895508,914,993.629699707,1
"1428",904755,7959165,0,0.0614134222269,2130.63378906,21.3423137665,594,2151,6212.02880859,12360.0361328,2434.62524414,806,865.332336426,1
"1429",904905,7959165,0,0.0612246021628,2110.47387695,19.0269088745,567,2151,6279.39501953,12361.3105469,2584.35668945,700,745.184570313,1
"1430",905055,7959165,0,0.0603101179004,2100.85693359,9.09464073181,553,2131,6349.59033203,12364.4042969,2734.11767578,607,637.808776855,1
"1431",905205,7959165,0,0.059165623039,2101.92773438,16.5555114746,577,2131,6422.52294922,12369.3164063,2883.90356445,534,550.726806641,1
"1432",905355,7959165,0,0.0583682507277,2113.66967773,10.6017017365,589,2131,6498.09960938,12376.0458984,3033.71069336,457,494.772674561,1
"1433",905505,7959165,0,0.0577783510089,2135.90722656,17.1097354889,608,2131,6576.22998047,12384.5869141,3183.53588867,421,480.936584473,1
"1434",905655,7959165,0,0.0582509413362,2168.31738281,23.4325580597,655,2131,6656.82373047,12394.9384766,3333.37670898,430,512.640197754,1
"1435",905805,7959165,0,0.0562996268272,2210.45239258,12.6466693878,649,2131,6739.79248047,12407.0947266,3483.23120117,484,577.061523438,1
"1436",896805,7959015,0,0.145765930414,1382.93164063,16.6565895081,655,2044,1268.8972168,12327.9560547,1948.1529541,1052,1194.73852539,1
"1437",896955,7959015,0,0.130541786551,1451.2064209,15.6918296814,664,2044,1417.95629883,12310.9707031,2095.70996094,1201,1328.49536133,1
"1438",897105,7959015,0,0.122311845422,1531.17602539,14.2441577911,641,1965,1567.19494629,12295.7919922,2241.98583984,1351,1465.40100098,1
"1439",897255,7959015,0,0.118002533913,1621.11071777,12.9588422775,672,1965,1716.56628418,12282.4267578,2388.72338867,1501,1604.64953613,1
"1440",897405,7959015,0,0.109897114336,1719.44763184,13.2506752014,667,1965,1866.03857422,12270.8798828,2535.84301758,1648,1745.68041992,1
"1441",897555,7959015,0,0.109735004604,1824.82873535,12.4163856506,689,1965,2015.5892334,12261.1582031,2683.28149414,1775,1888.09423828,1
"1442",897705,7959015,0,0.102607659996,1936.10437012,26.7328929901,752,1965,2165.20214844,12246.2480469,2830.98925781,1706,1966.54516602,1
"1443",897855,7959015,0,0.0988722518086,2052.31567383,15.6161298752,808,1965,2314.86499023,12209.2626953,2978.92602539,1626,1827.78552246,1
"1444",898005,7959015,0,0.0967164635658,2172.67114258,2.38594412804,818,1965,2464.56884766,12172.9414063,3127.05932617,1557,1690.9465332,1
"1445",898155,7959015,0,0.0932317152619,2296.51904297,8.73569107056,819,1950,2613.96240234,12137.9570313,3275.36254883,1499,1556.53466797,1
"1446",898305,7959015,0,0.0942534282804,2423.32421875,15.1283788681,808,1950,2762.11865234,12104.7304688,3423.8137207,1425,1425.23681641,1
